question_id,tier,model,run,llm_elapsed_ms,ref_elapsed_ms,llm_read_rows,ref_read_rows,llm_read_bytes,ref_read_bytes,llm_result_rows,ref_result_rows,speedup_ratio
t3_08,3,gpt-5.2,2,7.0,6.0,1000000,1000000,10001224,10001224,1,1,1.1667
t3_08,3,gpt-5.2,3,8.0,8.0,1000000,1000000,10001224,10001224,1,1,1.0
t4_02,4,gpt-5.2,1,19.0,19.0,1010000,1010000,8090049,8090049,3,3,1.0
t4_02,4,gpt-5.2,2,17.0,16.0,1010000,1010000,8090049,8090049,3,3,1.0625
t4_02,4,gpt-5.2,3,18.0,16.0,1010000,1010000,8090049,8090049,3,3,1.125
t4_03,4,gpt-5.2,1,9.0,5.0,0,0,0,0,0,0,1.8
t4_03,4,gpt-5.2,2,8.0,3.0,0,0,0,0,0,0,2.6667
t4_03,4,gpt-5.2,3,8.0,4.0,0,0,0,0,0,0,2.0
t4_05,4,gpt-5.2,1,28.0,31.0,2000000,2000000,16000000,16000000,4693,4693,0.9032
t4_05,4,gpt-5.2,2,27.0,30.0,2000000,2000000,16000000,16000000,4693,4693,0.9
t4_05,4,gpt-5.2,3,26.0,31.0,2000000,2000000,16000000,16000000,4693,4693,0.8387
t4_07,4,gpt-5.2,1,17.0,32.0,1010000,1010000,8090049,8090049,3,3,0.5312
t4_07,4,gpt-5.2,2,15.0,31.0,1010000,1010000,8090049,8090049,3,3,0.4839
t4_07,4,gpt-5.2,3,17.0,35.0,1010000,1010000,8090049,8090049,3,3,0.4857
t4_09,4,gpt-5.2,1,4.0,4.0,10000,10000,20157,20157,1,1,1.0
t4_09,4,gpt-5.2,2,4.0,4.0,10000,10000,20157,20157,1,1,1.0
t4_09,4,gpt-5.2,3,4.0,5.0,10000,10000,20157,20157,1,1,0.8
t5_02,5,gpt-5.2,1,13.0,13.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_02,5,gpt-5.2,2,15.0,15.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_02,5,gpt-5.2,3,12.0,16.0,1000000,1000000,8000000,8000000,365,365,0.75
t5_03,5,gpt-5.2,1,13.0,12.0,1000000,1000000,8000000,8000000,365,365,1.0833
t5_03,5,gpt-5.2,2,11.0,14.0,1000000,1000000,8000000,8000000,365,365,0.7857
t5_03,5,gpt-5.2,3,15.0,12.0,1000000,1000000,8000000,8000000,365,365,1.25
t5_09,5,gpt-5.2,1,6.0,6.0,16408,16384,131264,131072,24,24,1.0
t5_09,5,gpt-5.2,2,7.0,5.0,16408,16384,131264,131072,24,24,1.4
t5_09,5,gpt-5.2,3,6.0,5.0,16408,16384,131264,131072,24,24,1.2
t1_01,1,kimi-k2.5,1,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,kimi-k2.5,2,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,kimi-k2.5,3,1.0,1.0,1,1,16,16,1,1,1.0
t1_02,1,kimi-k2.5,1,8.0,6.0,115264,115264,1844224,1844224,10,10,1.3333
t1_02,1,kimi-k2.5,2,8.0,8.0,115264,115264,1844224,1844224,10,10,1.0
t1_02,1,kimi-k2.5,3,6.0,7.0,115264,115264,1844224,1844224,10,10,0.8571
t1_03,1,kimi-k2.5,1,3.0,4.0,1,1,16,16,1,1,0.75
t1_03,1,kimi-k2.5,2,3.0,3.0,1,1,16,16,1,1,1.0
t1_03,1,kimi-k2.5,3,3.0,3.0,1,1,16,16,1,1,1.0
t1_04,1,kimi-k2.5,1,9.0,10.0,1000000,1000000,1001944,1001944,5,5,0.9
t1_04,1,kimi-k2.5,2,10.0,10.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_04,1,kimi-k2.5,3,10.0,10.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_05,1,kimi-k2.5,1,6.0,6.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_05,1,kimi-k2.5,2,6.0,6.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_05,1,kimi-k2.5,3,6.0,6.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_06,1,kimi-k2.5,1,12.0,10.0,688128,688128,11699148,11699148,5,5,1.2
t1_06,1,kimi-k2.5,2,10.0,10.0,688128,688128,11699148,11699148,5,5,1.0
t1_06,1,kimi-k2.5,3,10.0,11.0,688128,688128,11699148,11699148,5,5,0.9091
t1_07,1,kimi-k2.5,1,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_07,1,kimi-k2.5,2,4.0,3.0,10000,10000,10049,10049,1,1,1.3333
t1_07,1,kimi-k2.5,3,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_08,1,kimi-k2.5,1,4.0,3.0,12,12,960,960,1,1,1.3333
t1_08,1,kimi-k2.5,2,3.0,3.0,12,12,960,960,1,1,1.0
t1_08,1,kimi-k2.5,3,3.0,3.0,12,12,960,960,1,1,1.0
t1_09,1,kimi-k2.5,1,19.0,21.0,614295,614295,72148495,72148495,101,101,0.9048
t1_09,1,kimi-k2.5,2,20.0,23.0,614295,614295,72148495,72148495,101,101,0.8696
t1_09,1,kimi-k2.5,3,20.0,23.0,614295,614295,72148495,72148495,101,101,0.8696
t1_10,1,kimi-k2.5,1,26.0,6.0,1000000,1000000,1000000,1000000,1,1,4.3333
t1_10,1,kimi-k2.5,2,5.0,5.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,kimi-k2.5,3,7.0,7.0,1000000,1000000,1000000,1000000,1,1,1.0
t2_01,2,kimi-k2.5,1,7.0,6.0,1000000,1000000,1001944,1001944,5,5,1.1667
t2_01,2,kimi-k2.5,2,6.0,7.0,1000000,1000000,1001944,1001944,5,5,0.8571
t2_01,2,kimi-k2.5,3,7.0,7.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_02,2,kimi-k2.5,1,9.0,8.0,1000000,1000000,6001224,6001224,3,3,1.125
t2_02,2,kimi-k2.5,2,8.0,8.0,1000000,1000000,6001224,6001224,3,3,1.0
t2_02,2,kimi-k2.5,3,8.0,8.0,1000000,1000000,6001224,6001224,3,3,1.0
t2_03,2,kimi-k2.5,1,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_03,2,kimi-k2.5,2,8.0,10.0,85592,85592,684736,684736,31,31,0.8
t2_03,2,kimi-k2.5,3,9.0,8.0,85592,85592,684736,684736,31,31,1.125
t2_04,2,kimi-k2.5,1,6.0,7.0,1000000,1000000,1002592,1002592,10,10,0.8571
t2_04,2,kimi-k2.5,2,8.0,7.0,1000000,1000000,1002592,1002592,10,10,1.1429
t2_04,2,kimi-k2.5,3,6.0,8.0,1000000,1000000,1002592,1002592,10,10,0.75
t2_05,2,kimi-k2.5,1,10.0,9.0,1000000,1000000,8000000,8000000,24,24,1.1111
t2_05,2,kimi-k2.5,2,11.0,10.0,1000000,1000000,8000000,8000000,24,24,1.1
t2_05,2,kimi-k2.5,3,9.0,9.0,1000000,1000000,8000000,8000000,24,24,1.0
t2_06,2,kimi-k2.5,1,9.0,8.0,1000000,1000000,6001944,6001944,1,1,1.125
t2_06,2,kimi-k2.5,2,8.0,8.0,1000000,1000000,6001944,6001944,1,1,1.0
t2_06,2,kimi-k2.5,3,9.0,7.0,1000000,1000000,6001944,6001944,1,1,1.2857
t2_08,2,kimi-k2.5,1,12.0,9.0,1000000,1000000,2004536,2004536,5,5,1.3333
t2_08,2,kimi-k2.5,2,13.0,8.0,1000000,1000000,2004536,2004536,5,5,1.625
t2_08,2,kimi-k2.5,3,11.0,9.0,1000000,1000000,2004536,2004536,5,5,1.2222
t2_09,2,kimi-k2.5,1,10.0,9.0,1000000,1000000,10002592,10002592,10,10,1.1111
t2_09,2,kimi-k2.5,2,9.0,8.0,1000000,1000000,10002592,10002592,10,10,1.125
t2_09,2,kimi-k2.5,3,9.0,9.0,1000000,1000000,10002592,10002592,10,10,1.0
t2_10,2,kimi-k2.5,1,6.0,7.0,1000000,1000000,1001944,1001944,1,1,0.8571
t2_10,2,kimi-k2.5,2,6.0,6.0,1000000,1000000,1001944,1001944,1,1,1.0
t2_10,2,kimi-k2.5,3,6.0,7.0,1000000,1000000,1001944,1001944,1,1,0.8571
t3_02,3,kimi-k2.5,1,12.0,13.0,1000000,1000000,8000000,8000000,1,1,0.9231
t3_02,3,kimi-k2.5,2,14.0,14.0,1000000,1000000,8000000,8000000,1,1,1.0
t3_02,3,kimi-k2.5,3,12.0,13.0,1000000,1000000,8000000,8000000,1,1,0.9231
t3_05,3,kimi-k2.5,1,8.0,9.0,1000000,1000000,13471881,13471881,5,5,0.8889
t3_05,3,kimi-k2.5,2,9.0,8.0,1000000,1000000,13471881,13471881,5,5,1.125
t3_05,3,kimi-k2.5,3,9.0,8.0,1000000,1000000,13471881,13471881,5,5,1.125
t3_07,3,kimi-k2.5,1,15.0,12.0,1000000,1000000,6001944,6001944,5,5,1.25
t3_07,3,kimi-k2.5,2,14.0,14.0,1000000,1000000,6001944,6001944,5,5,1.0
t3_07,3,kimi-k2.5,3,13.0,13.0,1000000,1000000,6001944,6001944,5,5,1.0
t3_08,3,kimi-k2.5,1,9.0,8.0,1000000,1000000,10001224,10001224,1,1,1.125
t3_08,3,kimi-k2.5,2,8.0,8.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_08,3,kimi-k2.5,3,7.0,7.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_09,3,kimi-k2.5,1,14.0,13.0,1000000,1000000,27329552,27329552,2,2,1.0769
t3_09,3,kimi-k2.5,2,13.0,13.0,1000000,1000000,27329552,27329552,2,2,1.0
t3_09,3,kimi-k2.5,3,13.0,12.0,1000000,1000000,27329552,27329552,2,2,1.0833
t4_02,4,kimi-k2.5,1,19.0,21.0,1010000,1010000,8090049,8090049,3,3,0.9048
t4_02,4,kimi-k2.5,2,19.0,18.0,1010000,1010000,8090049,8090049,3,3,1.0556
t4_02,4,kimi-k2.5,3,19.0,18.0,1010000,1010000,8090049,8090049,3,3,1.0556
t4_03,4,kimi-k2.5,1,5.0,5.0,0,0,0,0,0,0,1.0
t4_03,4,kimi-k2.5,2,4.0,4.0,0,0,0,0,0,0,1.0
t4_03,4,kimi-k2.5,3,5.0,5.0,0,0,0,0,0,0,1.0
t4_05,4,kimi-k2.5,1,27.0,31.0,2000000,2000000,16000000,16000000,4693,4693,0.871
t4_05,4,kimi-k2.5,2,28.0,31.0,2000000,2000000,16000000,16000000,4693,4693,0.9032
t4_05,4,kimi-k2.5,3,27.0,30.0,2000000,2000000,16000000,16000000,4693,4693,0.9
t4_07,4,kimi-k2.5,1,21.0,32.0,1010000,1010000,8090049,8090049,3,3,0.6562
t4_07,4,kimi-k2.5,2,20.0,32.0,1010000,1010000,8090049,8090049,3,3,0.625
t4_07,4,kimi-k2.5,3,23.0,34.0,1010000,1010000,8090049,8090049,3,3,0.6765
t5_02,5,kimi-k2.5,1,13.0,15.0,1000000,1000000,8000000,8000000,365,365,0.8667
t5_02,5,kimi-k2.5,2,14.0,14.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_02,5,kimi-k2.5,3,16.0,16.0,1000000,1000000,8000000,8000000,365,365,1.0
t5_03,5,kimi-k2.5,1,12.0,13.0,1000000,1000000,8000000,8000000,365,365,0.9231
t5_03,5,kimi-k2.5,2,11.0,10.0,1000000,1000000,8000000,8000000,365,365,1.1
t5_03,5,kimi-k2.5,3,12.0,13.0,1000000,1000000,8000000,8000000,365,365,0.9231
t5_05,5,kimi-k2.5,1,45.0,40.0,1000000,1000000,14001944,14001944,5,5,1.125
t5_05,5,kimi-k2.5,2,37.0,37.0,1000000,1000000,14001944,14001944,5,5,1.0
t5_05,5,kimi-k2.5,3,40.0,38.0,1000000,1000000,14001944,14001944,5,5,1.0526
t1_01,1,minimax-m2.5,1,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,minimax-m2.5,2,1.0,1.0,1,1,16,16,1,1,1.0
t1_01,1,minimax-m2.5,3,1.0,1.0,1,1,16,16,1,1,1.0
t1_02,1,minimax-m2.5,1,7.0,7.0,115264,115264,1844224,1844224,10,10,1.0
t1_02,1,minimax-m2.5,2,7.0,8.0,115264,115264,1844224,1844224,10,10,0.875
t1_02,1,minimax-m2.5,3,8.0,7.0,115264,115264,1844224,1844224,10,10,1.1429
t1_03,1,minimax-m2.5,1,3.0,3.0,1,1,16,16,1,1,1.0
t1_03,1,minimax-m2.5,2,4.0,3.0,1,1,16,16,1,1,1.3333
t1_03,1,minimax-m2.5,3,3.0,4.0,1,1,16,16,1,1,0.75
t1_04,1,minimax-m2.5,1,10.0,10.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_04,1,minimax-m2.5,2,10.0,10.0,1000000,1000000,1001944,1001944,5,5,1.0
t1_04,1,minimax-m2.5,3,10.0,9.0,1000000,1000000,1001944,1001944,5,5,1.1111
t1_05,1,minimax-m2.5,1,5.0,5.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_05,1,minimax-m2.5,2,6.0,5.0,1000000,1000000,1002592,1002592,1,1,1.2
t1_05,1,minimax-m2.5,3,6.0,6.0,1000000,1000000,1002592,1002592,1,1,1.0
t1_06,1,minimax-m2.5,1,12.0,11.0,688128,688128,11699148,11699148,5,5,1.0909
t1_06,1,minimax-m2.5,2,10.0,11.0,688128,688128,11699148,11699148,5,5,0.9091
t1_06,1,minimax-m2.5,3,11.0,13.0,688128,688128,11699148,11699148,5,5,0.8462
t1_07,1,minimax-m2.5,1,4.0,4.0,10000,10000,10049,10049,1,1,1.0
t1_07,1,minimax-m2.5,2,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_07,1,minimax-m2.5,3,3.0,3.0,10000,10000,10049,10049,1,1,1.0
t1_08,1,minimax-m2.5,1,3.0,3.0,12,12,960,960,1,1,1.0
t1_08,1,minimax-m2.5,2,3.0,3.0,12,12,960,960,1,1,1.0
t1_08,1,minimax-m2.5,3,3.0,3.0,12,12,960,960,1,1,1.0
t1_09,1,minimax-m2.5,1,22.0,20.0,614295,614295,72148495,72148495,101,101,1.1
t1_09,1,minimax-m2.5,2,20.0,20.0,614295,614295,72148495,72148495,101,101,1.0
t1_09,1,minimax-m2.5,3,19.0,19.0,614295,614295,72148495,72148495,101,101,1.0
t1_10,1,minimax-m2.5,1,5.0,6.0,1000000,1000000,1000000,1000000,1,1,0.8333
t1_10,1,minimax-m2.5,2,6.0,6.0,1000000,1000000,1000000,1000000,1,1,1.0
t1_10,1,minimax-m2.5,3,6.0,5.0,1000000,1000000,1000000,1000000,1,1,1.2
t2_01,2,minimax-m2.5,1,5.0,7.0,1000000,1000000,1001944,1001944,5,5,0.7143
t2_01,2,minimax-m2.5,2,6.0,7.0,1000000,1000000,1001944,1001944,5,5,0.8571
t2_01,2,minimax-m2.5,3,6.0,6.0,1000000,1000000,1001944,1001944,5,5,1.0
t2_02,2,minimax-m2.5,1,8.0,9.0,1000000,1000000,6001224,6001224,3,3,0.8889
t2_02,2,minimax-m2.5,2,8.0,8.0,1000000,1000000,6001224,6001224,3,3,1.0
t2_02,2,minimax-m2.5,3,7.0,8.0,1000000,1000000,6001224,6001224,3,3,0.875
t2_03,2,minimax-m2.5,1,9.0,9.0,85592,85592,684736,684736,31,31,1.0
t2_03,2,minimax-m2.5,2,7.0,8.0,85592,85592,684736,684736,31,31,0.875
t2_03,2,minimax-m2.5,3,8.0,8.0,85592,85592,684736,684736,31,31,1.0
t2_05,2,minimax-m2.5,1,10.0,10.0,1000000,1000000,8000000,8000000,24,24,1.0
t2_05,2,minimax-m2.5,2,9.0,8.0,1000000,1000000,8000000,8000000,24,24,1.125
t2_05,2,minimax-m2.5,3,8.0,9.0,1000000,1000000,8000000,8000000,24,24,0.8889
t2_06,2,minimax-m2.5,1,7.0,7.0,1000000,1000000,6001944,6001944,1,1,1.0
t2_06,2,minimax-m2.5,2,11.0,8.0,1000000,1000000,6001944,6001944,1,1,1.375
t2_06,2,minimax-m2.5,3,8.0,8.0,1000000,1000000,6001944,6001944,1,1,1.0
t2_07,2,minimax-m2.5,1,13.0,13.0,1000000,1000000,8000000,8000000,12,12,1.0
t2_07,2,minimax-m2.5,2,13.0,14.0,1000000,1000000,8000000,8000000,12,12,0.9286
t2_07,2,minimax-m2.5,3,14.0,15.0,1000000,1000000,8000000,8000000,12,12,0.9333
t2_08,2,minimax-m2.5,1,10.0,8.0,1000000,1000000,2004536,2004536,5,5,1.25
t2_08,2,minimax-m2.5,2,10.0,9.0,1000000,1000000,2004536,2004536,5,5,1.1111
t2_08,2,minimax-m2.5,3,9.0,9.0,1000000,1000000,2004536,2004536,5,5,1.0
t2_09,2,minimax-m2.5,1,11.0,8.0,1000000,1000000,10002592,10002592,10,10,1.375
t2_09,2,minimax-m2.5,2,9.0,10.0,1000000,1000000,10002592,10002592,10,10,0.9
t2_09,2,minimax-m2.5,3,11.0,9.0,1000000,1000000,10002592,10002592,10,10,1.2222
t2_10,2,minimax-m2.5,1,7.0,5.0,1000000,1000000,1001944,1001944,1,1,1.4
t2_10,2,minimax-m2.5,2,6.0,5.0,1000000,1000000,1001944,1001944,1,1,1.2
t2_10,2,minimax-m2.5,3,6.0,6.0,1000000,1000000,1001944,1001944,1,1,1.0
t3_01,3,minimax-m2.5,1,8.0,7.0,1000000,1000000,5000000,5000000,1,1,1.1429
t3_01,3,minimax-m2.5,2,6.0,7.0,1000000,1000000,5000000,5000000,1,1,0.8571
t3_01,3,minimax-m2.5,3,7.0,7.0,1000000,1000000,5000000,5000000,1,1,1.0
t3_02,3,minimax-m2.5,1,13.0,12.0,1000000,1000000,8000000,8000000,1,1,1.0833
t3_02,3,minimax-m2.5,2,16.0,11.0,1000000,1000000,8000000,8000000,1,1,1.4545
t3_02,3,minimax-m2.5,3,12.0,12.0,1000000,1000000,8000000,8000000,1,1,1.0
t3_05,3,minimax-m2.5,1,9.0,9.0,1000000,1000000,13471881,13471881,5,5,1.0
t3_05,3,minimax-m2.5,2,8.0,8.0,1000000,1000000,13471881,13471881,5,5,1.0
t3_05,3,minimax-m2.5,3,9.0,8.0,1000000,1000000,13471881,13471881,5,5,1.125
t3_07,3,minimax-m2.5,1,15.0,13.0,1000000,1000000,6001944,6001944,5,5,1.1538
t3_07,3,minimax-m2.5,2,15.0,13.0,1000000,1000000,6001944,6001944,5,5,1.1538
t3_07,3,minimax-m2.5,3,15.0,12.0,1000000,1000000,6001944,6001944,5,5,1.25
t3_08,3,minimax-m2.5,1,7.0,7.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_08,3,minimax-m2.5,2,7.0,7.0,1000000,1000000,10001224,10001224,1,1,1.0
t3_08,3,minimax-m2.5,3,8.0,7.0,1000000,1000000,10001224,10001224,1,1,1.1429
t3_09,3,minimax-m2.5,1,13.0,13.0,1000000,1000000,27329552,27329552,2,2,1.0
t3_09,3,minimax-m2.5,2,12.0,14.0,1000000,1000000,27329552,27329552,2,2,0.8571
t3_09,3,minimax-m2.5,3,11.0,13.0,1000000,1000000,27329552,27329552,2,2,0.8462
t4_02,4,minimax-m2.5,1,17.0,17.0,1010000,1010000,8090049,8090049,3,3,1.0
t4_02,4,minimax-m2.5,2,18.0,18.0,1010000,1010000,8090049,8090049,3,3,1.0
t4_02,4,minimax-m2.5,3,18.0,17.0,1010000,1010000,8090049,8090049,3,3,1.0588
t4_03,4,minimax-m2.5,1,13.0,6.0,1010000,0,8080000,0,0,0,2.1667
t4_03,4,minimax-m2.5,2,14.0,4.0,1010000,0,8080000,0,0,0,3.5
t4_03,4,minimax-m2.5,3,13.0,4.0,1010000,0,8080000,0,0,0,3.25
t4_05,4,minimax-m2.5,1,32.0,33.0,2000000,2000000,16000000,16000000,4693,4693,0.9697
t4_05,4,minimax-m2.5,2,32.0,31.0,2000000,2000000,16000000,16000000,4693,4693,1.0323
t4_05,4,minimax-m2.5,3,28.0,29.0,2000000,2000000,16000000,16000000,4693,4693,0.9655
t4_07,4,minimax-m2.5,1,19.0,35.0,1010000,1010000,8090049,8090049,3,3,0.5429
t4_07,4,minimax-m2.5,2,16.0,33.0,1010000,1010000,8090049,8090049,3,3,0.4848
t4_07,4,minimax-m2.5,3,17.0,32.0,1010000,1010000,8090049,8090049,3,3,0.5312
t5_03,5,minimax-m2.5,1,12.0,11.0,1000000,1000000,8000000,8000000,365,365,1.0909
t5_03,5,minimax-m2.5,2,18.0,12.0,1000000,1000000,8000000,8000000,365,365,1.5
t5_03,5,minimax-m2.5,3,14.0,10.0,1000000,1000000,8000000,8000000,365,365,1.4
